timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662777662742,49,HTTP Request,200,OK,Thread Group 1-2,text,true,,24695,120,6,6,http://10.105.2.253:8080/,42,0,0
1662777662732,67,HTTP Request,200,OK,Thread Group 1-1,text,true,,24695,120,7,7,http://10.105.2.253:8080/,53,0,1
1662777662752,55,HTTP Request,200,OK,Thread Group 1-3,text,true,,24695,120,8,8,http://10.105.2.253:8080/,37,0,1
1662777662764,52,HTTP Request,200,OK,Thread Group 1-4,text,true,,24695,120,9,9,http://10.105.2.253:8080/,39,0,0
1662777662782,63,HTTP Request,200,OK,Thread Group 1-6,text,true,,24695,120,12,12,http://10.105.2.253:8080/,41,0,0
1662777662773,84,HTTP Request,200,OK,Thread Group 1-5,text,true,,24695,120,13,13,http://10.105.2.253:8080/,51,0,9
1662777662793,65,HTTP Request,200,OK,Thread Group 1-7,text,true,,24695,120,13,13,http://10.105.2.253:8080/,50,0,1
1662777662791,68,HTTP Request,200,OK,Thread Group 1-2,text,true,,24694,120,13,13,http://10.105.2.253:8080/,50,0,0
1662777662802,60,HTTP Request,200,OK,Thread Group 1-8,text,true,,24695,120,14,14,http://10.105.2.253:8080/,38,0,0
1662777662816,52,HTTP Request,200,OK,Thread Group 1-4,text,true,,24694,120,14,14,http://10.105.2.253:8080/,36,0,0
1662777662812,62,HTTP Request,200,OK,Thread Group 1-9,text,true,,24695,120,15,15,http://10.105.2.253:8080/,43,0,0
1662777662822,72,HTTP Request,200,OK,Thread Group 1-10,text,true,,24695,120,17,17,http://10.105.2.253:8080/,38,0,2
1662777662800,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,24694,120,17,17,http://10.105.2.253:8080/,72,0,0
1662777662845,62,HTTP Request,200,OK,Thread Group 1-6,text,true,,24694,120,18,18,http://10.105.2.253:8080/,45,0,0
1662777662851,65,HTTP Request,200,OK,Thread Group 1-13,text,true,,24695,120,19,19,http://10.105.2.253:8080/,50,0,2
1662777662842,90,HTTP Request,200,OK,Thread Group 1-12,text,true,,24695,120,21,21,http://10.105.2.253:8080/,68,0,2
1662777662832,113,HTTP Request,200,OK,Thread Group 1-11,text,true,,24695,120,22,22,http://10.105.2.253:8080/,81,0,1
1662777662861,85,HTTP Request,200,OK,Thread Group 1-14,text,true,,24695,120,22,22,http://10.105.2.253:8080/,61,0,1
1662777662808,166,HTTP Request,200,OK,Thread Group 1-3,text,true,,24694,120,25,25,http://10.105.2.253:8080/,130,0,0
1662777662874,113,HTTP Request,200,OK,Thread Group 1-9,text,true,,24694,120,26,26,http://10.105.2.253:8080/,46,0,0
1662777662908,83,HTTP Request,200,OK,Thread Group 1-6,text,true,,24694,120,26,26,http://10.105.2.253:8080/,58,0,0
1662777662892,102,HTTP Request,200,OK,Thread Group 1-17,text,true,,24695,120,27,27,http://10.105.2.253:8080/,76,0,0
1662777662858,158,HTTP Request,200,OK,Thread Group 1-5,text,true,,24694,120,29,29,http://10.105.2.253:8080/,125,0,0
1662777662868,152,HTTP Request,200,OK,Thread Group 1-4,text,true,,24694,120,29,29,http://10.105.2.253:8080/,113,0,0
1662777662916,108,HTTP Request,200,OK,Thread Group 1-13,text,true,,24694,120,30,30,http://10.105.2.253:8080/,87,0,0
1662777662932,100,HTTP Request,200,OK,Thread Group 1-12,text,true,,24694,120,31,31,http://10.105.2.253:8080/,78,0,0
1662777662946,88,HTTP Request,200,OK,Thread Group 1-14,text,true,,24694,120,31,31,http://10.105.2.253:8080/,72,0,0
1662777662862,188,HTTP Request,200,OK,Thread Group 1-8,text,true,,24694,120,32,32,http://10.105.2.253:8080/,138,0,0
1662777662894,162,HTTP Request,200,OK,Thread Group 1-10,text,true,,24694,120,33,33,http://10.105.2.253:8080/,107,0,0
1662777662922,137,HTTP Request,200,OK,Thread Group 1-20,text,true,,24695,120,33,33,http://10.105.2.253:8080/,111,0,1
1662777662882,184,HTTP Request,200,OK,Thread Group 1-16,text,true,,24695,120,34,34,http://10.105.2.253:8080/,115,0,0
1662777662858,216,HTTP Request,200,OK,Thread Group 1-7,text,true,,24694,120,35,35,http://10.105.2.253:8080/,147,0,0
1662777662872,227,HTTP Request,200,OK,Thread Group 1-15,text,true,,24695,120,37,37,http://10.105.2.253:8080/,191,0,0
